# 3D Systems, Inc.
# New Model
52.2759482 -49.5059863 -10.6675643
52.0306230 -49.2903292 -11.1341998
-52.1227196 -28.4235701 -87.4816179
-51.9469865 -34.0492614 -84.4700560
-51.7080016 -29.0259998 -87.5480026
-51.6909994 -28.5289995 -87.3090029
-51.6819991 -28.3359997 -87.2460008
-51.8909991 -33.1729986 -84.5419988
-51.7860018 -29.0169995 -88.6999965
-51.7049991 -29.4989999 -87.9999995
-51.9231595 -31.6429622 -82.4257284
-51.5243746 -31.7876711 -82.0722878
-51.8834554 -29.9627017 -82.9246044
-51.8824793 -31.1903134 -82.5148597
-51.7773218 -28.2495264 -88.6146724
-51.8106110 -29.2274840 -83.1645429
-51.9840270 -28.4724087 -83.9470774
-51.9048981 -28.5286438 -83.6557075
-51.9100018 -28.3279996 -84.4139978
-51.8479943 -28.7810564 -83.4065303
-51.9290008 -29.0190000 -84.5569968
-51.9579984 -34.5569998 -83.1589997
-52.2670001 -33.8420011 -83.1850022
-51.9560017 -33.8670015 -82.4680030
-51.7066866 -30.5098072 -82.5389698
-51.7160632 -33.9602791 -82.2244808
-51.4770411 -29.5495372 -82.6492310
-51.5436679 -30.0315991 -82.5244561
61.5567602 -10.0728404 -2.3197634
62.0770976 -10.2114351 -2.0045319
62.2948036 -9.9215331 -2.4362651
-51.7758392 -28.0565843 -83.8829875
-51.6454503 -28.8169812 -83.1404328
-51.3474196 -28.9134756 -82.7912092
-51.5352972 -28.3684880 -83.2405612
-51.3739884 -37.9500687 -83.4705681
-51.8285632 -34.3770124 -82.5677291
-51.7744832 -34.8035991 -82.7155337
-51.8039986 -35.0649990 -83.1450000
-51.7489985 -34.5709994 -83.3880007
68.3105364 -9.5861489 16.5373813
68.2393089 -9.2981746 16.2527021
68.0307373 -9.6919732 16.1443371
-51.4252745 -30.9185311 -82.1632445
-51.5679792 -34.5103033 -84.7088173
-51.6539998 -28.6640003 -84.8079994
70.9719956 -13.9549589 5.5362056
71.6337934 -13.7613704 5.1129828
71.2367594 -13.9040705 5.0061368
-51.2530841 -37.0508842 -83.6193487
-51.3483398 -37.4823995 -83.4882259
60.2832921 -15.7549065 10.1464633
60.2695458 -15.8399865 10.8846910
60.1107068 -15.9686655 10.0617958
-51.8179983 -27.6430007 -84.5519975
-51.4378622 -27.6098158 -83.4693685
-51.7152809 -27.4509676 -84.0313807
-51.6569987 -28.7710000 -84.5019966
-51.6440012 -28.3470005 -84.5360011
-51.6059995 -28.1099994 -84.9080011
-50.9950407 -38.6003330 -83.4299028
-50.7030003 -39.4899994 -83.5459977
-51.8990010 -32.4809998 -84.5450014
-51.4048375 -32.8393206 -84.8873556
-51.8109985 -31.7949988 -84.5390037
-51.4472090 -32.1356766 -84.8741531
-51.6888089 -36.6426744 -83.8864595
-51.5274741 -36.7160738 -83.8396549
-51.5040159 -23.1516976 -86.4038542
-51.3908640 -22.4609319 -86.2249359
-51.7733283 -23.1056251 -86.0818997
-51.4288358 -33.6562060 -84.8346353
-51.7860018 -28.3349995 -85.2399990
60.6056824 -16.2052102 10.4260193
60.2230430 -16.1139835 10.1415962
-51.6150407 -34.7138084 -82.3113397
-51.6120009 -35.2759995 -82.4360028
-51.5083410 -28.3226576 -85.5922848
-51.7132021 -27.6120491 -85.4570121
-51.8670008 -27.6369993 -85.2480009
-51.2931459 -36.4811309 -83.9970708
-51.5865870 -36.5630649 -83.9241371
-51.7430007 -31.1079994 -84.5360011
-51.4555834 -31.5001570 -84.8701224
-51.2227640 -35.9338149 -84.3946859
-51.7329983 -35.2649987 -83.1390023
-51.7630018 -30.4150004 -84.5400020
-51.7980009 -29.7200009 -84.5440030
-51.5287481 -29.8797023 -85.0174725
-51.6350009 -29.0380009 -85.2259994
-51.2271561 -33.8990428 -81.7802250
-51.2756929 -34.6025750 -81.9406658
-51.6249985 -29.1540008 -88.6870027
-51.5586808 -28.7930183 -88.6057317
-51.4803566 -30.9624933 -84.8635882
-51.4686741 -30.2545931 -84.9968269
-51.2898117 -30.5839665 -85.1568803
-51.3989031 -32.6094776 -81.8764418
