# 3D Systems, Inc.
# New Model
-57.8238778 -26.6482942 -82.1819976
-57.2830588 -32.7855796 -82.6502293
-56.9811426 -33.7608047 -82.6739669
-56.3119985 -35.5059989 -82.8550011
-57.5256720 -33.8707194 -82.8127041
-58.0386855 -26.0545313 -82.5752020
-57.7627942 -25.5472623 -82.7029869
-57.7509142 -24.9762516 -82.9155743
-57.7892177 -29.3581672 -81.7731768
-57.7625968 -29.7979470 -81.9965824
-57.4290007 -23.8279998 -83.1459984
-57.4152432 -24.5729238 -82.9619467
-57.5425550 -23.2573990 -83.2189620
-58.3284758 -23.0756737 -83.5060552
-57.8295887 -22.9754094 -83.3202302
-57.5421713 -31.2618054 -82.6422721
-57.3896952 -31.9765955 -82.6809853
-57.4871041 -30.6192338 -82.4846998
-57.5185008 -27.2751767 -81.7815736
-57.2290011 -29.9683157 -82.2764784
-57.7489585 -28.6340490 -81.5579146
-57.2680421 -28.5931658 -81.5487355
-57.4479997 -29.0751792 -81.7051083
-57.5927310 -26.0507464 -82.3845640
-57.1094677 -27.7307499 -81.4626440
-57.2794229 -29.4281710 -81.9529966
-57.2416708 -26.8554743 -81.7746818
-57.2484247 -26.2728315 -82.0276514
-57.2928265 -25.1341537 -82.6540068
-57.2282970 -25.6913565 -82.3084414
-56.5637425 -33.2476906 -82.4590623
-56.3117601 -34.1111496 -82.5364813
-57.0815057 -30.9183653 -82.6129541
-56.9501854 -30.4157976 -82.5391263
-56.8070002 -24.5580003 -83.0859989
-56.8757132 -24.7558318 -82.6109722
-57.1627282 -27.2560120 -81.5924257
-57.0078716 -29.0794354 -81.8120316
-56.8366386 -32.3112048 -82.5444534
-56.8052828 -32.7580459 -82.5171843
-56.8495244 -23.8270666 -83.3620280
-56.7529984 -24.0669996 -83.3629966
-57.0484214 -23.2850537 -83.2929760
-56.7133315 -31.5457433 -82.6037675
-56.6958189 -29.9311634 -82.4624076
-56.5420017 -30.8283065 -82.6779231
-56.4507507 -30.2406084 -82.6579407
-56.4018227 -29.2512663 -82.2740495
-56.8844117 -25.2330974 -82.1911618
-56.5855801 -28.2983929 -81.1660662
-56.6545948 -29.0422942 -81.7013234
-56.5267950 -28.8999937 -81.3956708
-56.8237267 -27.1189567 -81.4032406
-56.6046201 -27.6626591 -81.1602101
-56.9172464 -26.5263002 -81.6554278
-56.7770153 -25.8360207 -81.7580968
48.3391993 -48.3926386 -32.4585959
47.9902923 -48.2766181 -32.9410806
47.9858555 -48.1243283 -32.2012827
48.1624529 -43.5699783 -18.6131280
48.0411388 -43.6136164 -17.8770665
47.9263365 -44.1090874 -18.3467325
-56.6780418 -25.2633393 -81.8356723
-56.5096550 -24.7452185 -81.9332451
-56.5038808 -26.5180599 -81.2906101
-56.4322248 -25.2982881 -81.5221965
-56.4843901 -24.3811011 -82.5463012
